Statename,State,FIPS,COUNTY,checker,plumbing,total,rank
Texas,TX,48399,Runnels County,"Runnels County, Texas",0.176,3976,2662
Florida,FL,12097,Osceola County,"Osceola County, Florida",0.176,92219,2663
Virginia,VA,51005,Alleghany County,"Alleghany County, Virginia",0.175,6851,2664
Nebraska,NE,31029,Chase County,"Chase County, Nebraska",0.175,1718,2665
Texas,TX,48053,Burnet County,"Burnet County, Texas",0.174,16648,2666
Minnesota,MN,27085,McLeod County,"McLeod County, Minnesota",0.174,14937,2667
Georgia,GA,13299,Ware County,"Ware County, Georgia",0.174,13248,2668
Kentucky,KY,21125,Laurel County,"Laurel County, Kentucky",0.173,22490,2669
Louisiana,LA,22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",0.173,72790,2670
Tennessee,TN,47171,Unicoi County,"Unicoi County, Tennessee",0.173,7520,2671
Tennessee,TN,47085,Humphreys County,"Humphreys County, Tennessee",0.173,7523,2672
Illinois,IL,17137,Morgan County,"Morgan County, Illinois",0.172,13919,2673
Iowa,IA,19133,Monona County,"Monona County, Iowa",0.172,4065,2674
Texas,TX,48181,Grayson County,"Grayson County, Texas",0.172,46600,2675
Indiana,IN,18027,Daviess County,"Daviess County, Indiana",0.171,11088,2676
Texas,TX,48065,Carson County,"Carson County, Texas",0.171,2337,2677
Ohio,OH,39159,Union County,"Union County, Ohio",0.171,18113,2678
Nebraska,NE,31023,Butler County,"Butler County, Nebraska",0.171,3508,2679
Texas,TX,48139,Ellis County,"Ellis County, Texas",0.171,50327,2680
Indiana,IN,18157,Tippecanoe County,"Tippecanoe County, Indiana",0.170,65837,2681
Rhode Island,RI,44005,Newport County,"Newport County, Rhode Island",0.170,34729,2682
Mississippi,MS,28011,Bolivar County,"Bolivar County, Mississippi",0.169,12410,2683
Michigan,MI,26145,Saginaw County,"Saginaw County, Michigan",0.169,77426,2684
Iowa,IA,19127,Marshall County,"Marshall County, Iowa",0.169,15377,2685
Michigan,MI,26017,Bay County,"Bay County, Michigan",0.168,43918,2686
Tennessee,TN,47127,Moore County,"Moore County, Tennessee",0.167,2393,2687
North Carolina,NC,37005,Alleghany County,"Alleghany County, North Carolina",0.167,4794,2688
Maryland,MD,24025,Harford County,"Harford County, Maryland",0.167,90080,2689
Texas,TX,48097,Cooke County,"Cooke County, Texas",0.166,14489,2690
Iowa,IA,19039,Clarke County,"Clarke County, Iowa",0.165,3627,2691
Michigan,MI,26025,Calhoun County,"Calhoun County, Michigan",0.165,53290,2692
Arkansas,AR,5103,Ouachita County,"Ouachita County, Arkansas",0.165,10926,2693
Missouri,MO,29023,Butler County,"Butler County, Missouri",0.164,17067,2694
Iowa,IA,19027,Carroll County,"Carroll County, Iowa",0.163,8590,2695
Wisconsin,WI,55027,Dodge County,"Dodge County, Wisconsin",0.163,33766,2696
Wisconsin,WI,55055,Jefferson County,"Jefferson County, Wisconsin",0.163,31925,2697
Montana,MT,30025,Fallon County,"Fallon County, Montana",0.162,1231,2698
Michigan,MI,26119,Montmorency County,"Montmorency County, Michigan",0.162,4312,2699
Texas,TX,48193,Hamilton County,"Hamilton County, Texas",0.162,3081,2700
Colorado,CO,8075,Logan County,"Logan County, Colorado",0.162,8020,2701
Minnesota,MN,27147,Steele County,"Steele County, Minnesota",0.162,14190,2702
North Carolina,NC,37197,Yadkin County,"Yadkin County, North Carolina",0.161,14892,2703
Mississippi,MS,28115,Pontotoc County,"Pontotoc County, Mississippi",0.161,9962,2704
Nebraska,NE,31141,Platte County,"Platte County, Nebraska",0.160,12467,2705
Kentucky,KY,21215,Spencer County,"Spencer County, Kentucky",0.160,6234,2706
Virginia,VA,51177,Spotsylvania County,"Spotsylvania County, Virginia",0.159,41380,2707
Nebraska,NE,31101,Keith County,"Keith County, Nebraska",0.159,3765,2708
North Carolina,NC,37055,Dare County,"Dare County, North Carolina",0.159,15076,2709
Missouri,MO,29051,Cole County,"Cole County, Missouri",0.159,29556,2710
Michigan,MI,26093,Livingston County,"Livingston County, Michigan",0.157,67399,2711
Kansas,KS,20011,Bourbon County,"Bourbon County, Kansas",0.157,5740,2712
Michigan,MI,26069,Iosco County,"Iosco County, Michigan",0.156,10878,2713
Iowa,IA,19167,Sioux County,"Sioux County, Iowa",0.156,11538,2714
South Carolina,SC,45035,Dorchester County,"Dorchester County, South Carolina",0.156,49393,2715
Illinois,IL,17107,Logan County,"Logan County, Illinois",0.155,10940,2716
Illinois,IL,17071,Henderson County,"Henderson County, Illinois",0.155,3219,2717
Texas,TX,48281,Lampasas County,"Lampasas County, Texas",0.155,7091,2718
Iowa,IA,19005,Allamakee County,"Allamakee County, Iowa",0.155,5805,2719
Virginia,VA,51069,Frederick County,"Frederick County, Virginia",0.154,29146,2720
Indiana,IN,18059,Hancock County,"Hancock County, Indiana",0.154,25943,2721
New York,NY,36053,Madison County,"Madison County, New York",0.154,26613,2722
Georgia,GA,13133,Greene County,"Greene County, Georgia",0.154,6509,2723
Kansas,KS,20091,Johnson County,"Johnson County, Kansas",0.153,214670,2724
Kentucky,KY,21037,Campbell County,"Campbell County, Kentucky",0.153,35235,2725
Mississippi,MS,28037,Franklin County,"Franklin County, Mississippi",0.153,3263,2726
Michigan,MI,26129,Ogemaw County,"Ogemaw County, Michigan",0.153,8490,2727
Arkansas,AR,5031,Craighead County,"Craighead County, Arkansas",0.153,37357,2728
Texas,TX,48121,Denton County,"Denton County, Texas",0.152,237732,2729
Idaho,ID,16029,Caribou County,"Caribou County, Idaho",0.152,2634,2730
Kentucky,KY,21123,Larue County,"Larue County, Kentucky",0.152,5269,2731
Indiana,IN,18109,Morgan County,"Morgan County, Indiana",0.152,25718,2732
Texas,TX,48369,Parmer County,"Parmer County, Texas",0.152,3299,2733
Missouri,MO,29161,Phelps County,"Phelps County, Missouri",0.150,16615,2734
Nebraska,NE,31053,Dodge County,"Dodge County, Nebraska",0.150,15293,2735
Iowa,IA,19191,Winneshiek County,"Winneshiek County, Iowa",0.150,7989,2736
Indiana,IN,18137,Ripley County,"Ripley County, Indiana",0.150,10694,2737
Illinois,IL,17189,Washington County,"Washington County, Illinois",0.149,6024,2738
Georgia,GA,13237,Putnam County,"Putnam County, Georgia",0.149,8715,2739
Iowa,IA,19059,Dickinson County,"Dickinson County, Iowa",0.149,8074,2740
North Dakota,ND,38035,Grand Forks County,"Grand Forks County, North Dakota",0.148,27084,2741
South Carolina,SC,45043,Georgetown County,"Georgetown County, South Carolina",0.148,22361,2742
Minnesota,MN,27083,Lyon County,"Lyon County, Minnesota",0.147,10191,2743
Georgia,GA,13081,Crisp County,"Crisp County, Georgia",0.146,8874,2744
Kentucky,KY,21163,Meade County,"Meade County, Kentucky",0.146,10253,2745
Iowa,IA,19163,Scott County,"Scott County, Iowa",0.145,66914,2746
Pennsylvania,PA,42017,Bucks County,"Bucks County, Pennsylvania",0.145,229933,2747
Louisiana,LA,22003,Allen Parish,"Allen Parish, Louisiana",0.145,8303,2748
Kentucky,KY,21049,Clark County,"Clark County, Kentucky",0.144,14547,2749
Michigan,MI,26091,Lenawee County,"Lenawee County, Michigan",0.144,37591,2750
North Dakota,ND,38071,Ramsey County,"Ramsey County, North Dakota",0.143,4881,2751
Montana,MT,30083,Richland County,"Richland County, Montana",0.143,4186,2752
Texas,TX,48159,Franklin County,"Franklin County, Texas",0.143,4207,2753
Missouri,MO,29037,Cass County,"Cass County, Missouri",0.142,37220,2754
Ohio,OH,39143,Sandusky County,"Sandusky County, Ohio",0.142,23905,2755
Illinois,IL,17021,Christian County,"Christian County, Illinois",0.141,14196,2756
Texas,TX,48403,Sabine County,"Sabine County, Texas",0.141,4269,2757
Minnesota,MN,27129,Renville County,"Renville County, Minnesota",0.140,6418,2758
Illinois,IL,17135,Montgomery County,"Montgomery County, Illinois",0.139,11547,2759
Georgia,GA,13057,Cherokee County,"Cherokee County, Georgia",0.138,75937,2760
Michigan,MI,26165,Wexford County,"Wexford County, Michigan",0.138,12305,2761
Illinois,IL,17113,McLean County,"McLean County, Illinois",0.138,63709,2762
Virginia,VA,51057,Essex County,"Essex County, Virginia",0.138,4351,2763
Nebraska,NE,31065,Furnas County,"Furnas County, Nebraska",0.138,2177,2764
Washington,WA,53005,Benton County,"Benton County, Washington",0.138,64660,2765
Connecticut,CT,9013,Tolland County,"Tolland County, Connecticut",0.138,54499,2766
North Dakota,ND,38021,Dickey County,"Dickey County, North Dakota",0.138,2181,2767
Utah,UT,49015,Emery County,"Emery County, Utah",0.137,3651,2768
Utah,UT,49019,Grand County,"Grand County, Utah",0.136,3690,2769
Alabama,AL,1007,Bibb County,"Bibb County, Alabama",0.135,7386,2770
Mississippi,MS,28017,Chickasaw County,"Chickasaw County, Mississippi",0.135,6673,2771
Indiana,IN,18033,DeKalb County,"DeKalb County, Indiana",0.135,16350,2772
Ohio,OH,39069,Henry County,"Henry County, Ohio",0.135,11151,2773
Iowa,IA,19125,Marion County,"Marion County, Iowa",0.134,12722,2774
Illinois,IL,17173,Shelby County,"Shelby County, Illinois",0.133,8995,2775
Virginia,VA,51019,Bedford County,"Bedford County, Virginia",0.133,27017,2776
Illinois,IL,17179,Tazewell County,"Tazewell County, Illinois",0.133,54308,2777
Missouri,MO,29157,Perry County,"Perry County, Missouri",0.132,7581,2778
Indiana,IN,18037,Dubois County,"Dubois County, Indiana",0.132,15945,2779
Louisiana,LA,22049,Jackson Parish,"Jackson Parish, Louisiana",0.132,6076,2780
North Dakota,ND,38061,Mountrail County,"Mountrail County, North Dakota",0.131,3053,2781
Minnesota,MN,27073,Lac qui Parle County,"Lac qui Parle County, Minnesota",0.131,3059,2782
Ohio,OH,39119,Muskingum County,"Muskingum County, Ohio",0.129,33986,2783
Ohio,OH,39175,Wyandot County,"Wyandot County, Ohio",0.129,9281,2784
Virginia,VA,51600,Fairfax city,"Fairfax city, Virginia",0.129,8519,2785
Nebraska,NE,31137,Phelps County,"Phelps County, Nebraska",0.129,3875,2786
Utah,UT,49039,Sanpete County,"Sanpete County, Utah",0.129,7777,2787
Virginia,VA,51570,Colonial Heights city,"Colonial Heights city, Virginia",0.128,7004,2788
Vermont,VT,50013,Grand Isle County,"Grand Isle County, Vermont",0.128,3130,2789
North Dakota,ND,38079,Rolette County,"Rolette County, North Dakota",0.126,4748,2790
Minnesota,MN,27133,Rock County,"Rock County, Minnesota",0.126,3967,2791
Georgia,GA,13119,Franklin County,"Franklin County, Georgia",0.126,8731,2792
North Dakota,ND,38055,McLean County,"McLean County, North Dakota",0.125,4006,2793
Ohio,OH,39161,Van Wert County,"Van Wert County, Ohio",0.124,11296,2794
Wisconsin,WI,55085,Oneida County,"Oneida County, Wisconsin",0.123,16226,2795
Oklahoma,OK,40073,Kingfisher County,"Kingfisher County, Oklahoma",0.123,5690,2796
Kansas,KS,20095,Kingman County,"Kingman County, Kansas",0.123,3253,2797
Alabama,AL,1063,Greene County,"Greene County, Alabama",0.123,3257,2798
North Carolina,NC,37165,Scotland County,"Scotland County, North Carolina",0.122,13083,2799
Georgia,GA,13317,Wilkes County,"Wilkes County, Georgia",0.122,4090,2800
Colorado,CO,8035,Douglas County,"Douglas County, Colorado",0.120,102189,2801
Nebraska,NE,31019,Buffalo County,"Buffalo County, Nebraska",0.120,17462,2802
North Carolina,NC,37177,Tyrrell County,"Tyrrell County, North Carolina",0.120,1666,2803
Wisconsin,WI,55015,Calumet County,"Calumet County, Wisconsin",0.120,18350,2804
Michigan,MI,26021,Berrien County,"Berrien County, Michigan",0.119,61286,2805
Georgia,GA,13015,Bartow County,"Bartow County, Georgia",0.119,34598,2806
Missouri,MO,29167,Polk County,"Polk County, Missouri",0.118,11825,2807
Indiana,IN,18061,Harrison County,"Harrison County, Indiana",0.118,14368,2808
Minnesota,MN,27125,Red Lake County,"Red Lake County, Minnesota",0.118,1691,2809
Minnesota,MN,27109,Olmsted County,"Olmsted County, Minnesota",0.118,56840,2810
Illinois,IL,17123,Marshall County,"Marshall County, Illinois",0.118,5092,2811
Iowa,IA,19091,Humboldt County,"Humboldt County, Iowa",0.117,4272,2812
Ohio,OH,39041,Delaware County,"Delaware County, Ohio",0.115,63376,2813
Georgia,GA,13149,Heard County,"Heard County, Georgia",0.115,4342,2814
Georgia,GA,13069,Coffee County,"Coffee County, Georgia",0.115,14764,2815
Florida,FL,12109,St. Johns County,"St. Johns County, Florida",0.115,74021,2816
Georgia,GA,13297,Walton County,"Walton County, Georgia",0.114,29712,2817
North Carolina,NC,37189,Watauga County,"Watauga County, North Carolina",0.114,20977,2818
Indiana,IN,18035,Delaware County,"Delaware County, Indiana",0.113,46068,2819
Michigan,MI,26029,Charlevoix County,"Charlevoix County, Michigan",0.112,10699,2820
Iowa,IA,19009,Audubon County,"Audubon County, Iowa",0.111,2696,2821
Alabama,AL,1019,Cherokee County,"Cherokee County, Alabama",0.111,11758,2822
Idaho,ID,16065,Madison County,"Madison County, Idaho",0.109,10089,2823
Indiana,IN,18087,LaGrange County,"LaGrange County, Indiana",0.109,11933,2824
Wisconsin,WI,55021,Columbia County,"Columbia County, Wisconsin",0.109,22990,2825
Utah,UT,49051,Wasatch County,"Wasatch County, Utah",0.109,7372,2826
Oklahoma,OK,40153,Woodward County,"Woodward County, Oklahoma",0.108,7398,2827
North Carolina,NC,37027,Caldwell County,"Caldwell County, North Carolina",0.107,31748,2828
Michigan,MI,26111,Midland County,"Midland County, Michigan",0.107,33696,2829
Ohio,OH,39171,Williams County,"Williams County, Ohio",0.106,15033,2830
Illinois,IL,17023,Clark County,"Clark County, Illinois",0.106,6593,2831
Virginia,VA,51510,Alexandria city,"Alexandria city, Virginia",0.104,64729,2832
California,CA,6079,San Luis Obispo County,"San Luis Obispo County, California",0.103,101708,2833
Ohio,OH,39063,Hancock County,"Hancock County, Ohio",0.102,30342,2834
Virginia,VA,51053,Dinwiddie County,"Dinwiddie County, Virginia",0.102,9788,2835
New Mexico,NM,35041,Roosevelt County,"Roosevelt County, New Mexico",0.102,6861,2836
Colorado,CO,8085,Montrose County,"Montrose County, Colorado",0.102,16732,2837
Ohio,OH,39025,Clermont County,"Clermont County, Ohio",0.102,73859,2838
Kansas,KS,20151,Pratt County,"Pratt County, Kansas",0.099,4026,2839
Illinois,IL,17051,Fayette County,"Fayette County, Illinois",0.098,8191,2840
Wisconsin,WI,55109,St. Croix County,"St. Croix County, Wisconsin",0.097,32026,2841
Iowa,IA,19041,Clay County,"Clay County, Iowa",0.096,7260,2842
Indiana,IN,18099,Marshall County,"Marshall County, Indiana",0.096,17773,2843
Minnesota,MN,27003,Anoka County,"Anoka County, Minnesota",0.095,121596,2844
Illinois,IL,17005,Bond County,"Bond County, Illinois",0.095,6312,2845
Minnesota,MN,27161,Waseca County,"Waseca County, Minnesota",0.095,7367,2846
Mississippi,MS,28159,Winston County,"Winston County, Mississippi",0.094,7441,2847
Virginia,VA,51085,Hanover County,"Hanover County, Virginia",0.093,36444,2848
Michigan,MI,26077,Kalamazoo County,"Kalamazoo County, Michigan",0.093,99720,2849
Indiana,IN,18011,Boone County,"Boone County, Indiana",0.092,21631,2850
Tennessee,TN,47187,Williamson County,"Williamson County, Tennessee",0.092,64946,2851
North Dakota,ND,38027,Eddy County,"Eddy County, North Dakota",0.092,1084,2852
Kentucky,KY,21101,Henderson County,"Henderson County, Kentucky",0.091,18665,2853
Pennsylvania,PA,42103,Pike County,"Pike County, Pennsylvania",0.091,21980,2854
Kentucky,KY,21059,Daviess County,"Daviess County, Kentucky",0.090,37582,2855
Minnesota,MN,27103,Nicollet County,"Nicollet County, Minnesota",0.090,12163,2856
Louisiana,LA,22029,Concordia Parish,"Concordia Parish, Louisiana",0.090,7765,2857
Missouri,MO,29117,Livingston County,"Livingston County, Missouri",0.090,5549,2858
Illinois,IL,17019,Champaign County,"Champaign County, Illinois",0.090,79267,2859
Georgia,GA,13281,Towns County,"Towns County, Georgia",0.089,4483,2860
Iowa,IA,19067,Floyd County,"Floyd County, Iowa",0.087,6913,2861
Virginia,VA,51700,Newport News city,"Newport News city, Virginia",0.086,69467,2862
Iowa,IA,19045,Clinton County,"Clinton County, Iowa",0.085,19923,2863
Texas,TX,48171,Gillespie County,"Gillespie County, Texas",0.084,10694,2864
Missouri,MO,29145,Newton County,"Newton County, Missouri",0.082,21853,2865
Kentucky,KY,21149,McLean County,"McLean County, Kentucky",0.081,3699,2866
Nevada,NV,32019,Lyon County,"Lyon County, Nevada",0.081,18548,2867
Iowa,IA,19145,Page County,"Page County, Iowa",0.078,6384,2868
Minnesota,MN,27117,Pipestone County,"Pipestone County, Minnesota",0.077,3879,2869
Colorado,CO,8125,Yuma County,"Yuma County, Colorado",0.077,3886,2870
South Dakota,SD,46083,Lincoln County,"Lincoln County, South Dakota",0.077,16849,2871
Georgia,GA,13211,Morgan County,"Morgan County, Georgia",0.076,6538,2872
Wisconsin,WI,55045,Green County,"Green County, Wisconsin",0.076,14526,2873
Oklahoma,OK,40005,Atoka County,"Atoka County, Oklahoma",0.075,5330,2874
Nebraska,NE,31153,Sarpy County,"Sarpy County, Nebraska",0.075,58876,2875
Idaho,ID,16069,Nez Perce County,"Nez Perce County, Idaho",0.074,16110,2876
Kansas,KS,20181,Sherman County,"Sherman County, Kansas",0.073,2729,2877
North Dakota,ND,38101,Ward County,"Ward County, North Dakota",0.073,24721,2878
Texas,TX,48335,Mitchell County,"Mitchell County, Texas",0.073,2747,2879
Arkansas,AR,5091,Miller County,"Miller County, Arkansas",0.072,16733,2880
Indiana,IN,18057,Hamilton County,"Hamilton County, Indiana",0.071,101203,2881
Virginia,VA,51009,Amherst County,"Amherst County, Virginia",0.071,12683,2882
Oklahoma,OK,40141,Tillman County,"Tillman County, Oklahoma",0.070,2875,2883
Illinois,IL,17199,Williamson County,"Williamson County, Illinois",0.067,26813,2884
Georgia,GA,13113,Fayette County,"Fayette County, Georgia",0.066,37780,2885
Maryland,MD,24047,Worcester County,"Worcester County, Maryland",0.066,21194,2886
South Dakota,SD,46079,Lake County,"Lake County, South Dakota",0.065,4594,2887
Iowa,IA,19141,O'Brien County,"O'Brien County, Iowa",0.065,6138,2888
Oklahoma,OK,40019,Carter County,"Carter County, Oklahoma",0.063,17359,2889
Missouri,MO,29049,Clinton County,"Clinton County, Missouri",0.062,8031,2890
Ohio,OH,39137,Putnam County,"Putnam County, Ohio",0.061,13083,2891
Iowa,IA,19151,Pocahontas County,"Pocahontas County, Iowa",0.060,3327,2892
California,CA,6051,Mono County,"Mono County, California",0.059,5056,2893
Wyoming,WY,56029,Park County,"Park County, Wyoming",0.059,11956,2894
North Carolina,NC,37075,Graham County,"Graham County, North Carolina",0.058,3443,2895
Missouri,MO,29151,Osage County,"Osage County, Missouri",0.057,5224,2896
West Virginia,WV,54029,Hancock County,"Hancock County, West Virginia",0.054,12989,2897
Montana,MT,30093,Silver Bow County,"Silver Bow County, Montana",0.054,14935,2898
Virginia,VA,51145,Powhatan County,"Powhatan County, Virginia",0.053,9429,2899
Kansas,KS,20005,Atchison County,"Atchison County, Kansas",0.049,6063,2900
